,Role,task,ratio
684,Volunteer,Perfective,0.6666666666666666
685,Volunteer,Feature,0.1111111111111111
686,Volunteer,Corrective,0.2222222222222222
687,Volunteer,Nonfunctional,0.0
688,Volunteer,Perfective,0.5
689,Volunteer,Feature,0.2857142857142857
690,Volunteer,Corrective,0.14285714285714285
691,Volunteer,Nonfunctional,0.07142857142857142
692,Volunteer,Perfective,0.5833333333333334
693,Volunteer,Feature,0.3333333333333333
694,Volunteer,Corrective,0.08333333333333333
695,Volunteer,Nonfunctional,0.0
696,Volunteer,Perfective,0.5
697,Volunteer,Feature,0.2
698,Volunteer,Corrective,0.3
699,Volunteer,Nonfunctional,0.0
700,Volunteer,Perfective,0.7272727272727273
701,Volunteer,Feature,0.18181818181818182
702,Volunteer,Corrective,0.09090909090909091
703,Volunteer,Nonfunctional,0.0
704,Volunteer,Perfective,0.7647058823529411
705,Volunteer,Feature,0.17647058823529413
706,Volunteer,Corrective,0.058823529411764705
707,Volunteer,Nonfunctional,0.0
708,Volunteer,Perfective,0.7777777777777778
709,Volunteer,Feature,0.1111111111111111
710,Volunteer,Corrective,0.1111111111111111
711,Volunteer,Nonfunctional,0.0
712,Paid developer,Perfective,0.75
713,Paid developer,Feature,0.15625
714,Paid developer,Corrective,0.03125
715,Paid developer,Nonfunctional,0.0625
716,Volunteer,Perfective,0.36363636363636365
717,Volunteer,Feature,0.36363636363636365
718,Volunteer,Corrective,0.2727272727272727
719,Volunteer,Nonfunctional,0.0
720,Volunteer,Perfective,0.46153846153846156
721,Volunteer,Feature,0.23076923076923078
722,Volunteer,Corrective,0.23076923076923078
723,Volunteer,Nonfunctional,0.07692307692307693
724,Volunteer,Perfective,0.3076923076923077
725,Volunteer,Feature,0.15384615384615385
726,Volunteer,Corrective,0.46153846153846156
727,Volunteer,Nonfunctional,0.07692307692307693
728,Paid developer,Perfective,0.375
729,Paid developer,Feature,0.0
730,Paid developer,Corrective,0.625
731,Paid developer,Nonfunctional,0.0
732,Volunteer,Perfective,0.26666666666666666
733,Volunteer,Feature,0.2
734,Volunteer,Corrective,0.5333333333333333
735,Volunteer,Nonfunctional,0.0
736,Volunteer,Perfective,0.7666666666666667
737,Volunteer,Feature,0.1
738,Volunteer,Corrective,0.13333333333333333
739,Volunteer,Nonfunctional,0.0
740,Volunteer,Perfective,0.0
741,Volunteer,Feature,0.3333333333333333
742,Volunteer,Corrective,0.3333333333333333
743,Volunteer,Nonfunctional,0.3333333333333333
744,Volunteer,Perfective,0.75
745,Volunteer,Feature,0.1
746,Volunteer,Corrective,0.1
747,Volunteer,Nonfunctional,0.05
748,Volunteer,Perfective,0.6727272727272727
749,Volunteer,Feature,0.21818181818181817
750,Volunteer,Corrective,0.09090909090909091
751,Volunteer,Nonfunctional,0.01818181818181818
752,Volunteer,Perfective,0.6521739130434783
753,Volunteer,Feature,0.17391304347826086
754,Volunteer,Corrective,0.08695652173913043
755,Volunteer,Nonfunctional,0.08695652173913043
756,Volunteer,Perfective,0.75
757,Volunteer,Feature,0.16666666666666666
758,Volunteer,Corrective,0.0
759,Volunteer,Nonfunctional,0.08333333333333333
760,Volunteer,Perfective,0.6956521739130435
761,Volunteer,Feature,0.17391304347826086
762,Volunteer,Corrective,0.08695652173913043
763,Volunteer,Nonfunctional,0.043478260869565216
764,Volunteer,Perfective,0.5454545454545454
765,Volunteer,Feature,0.0
766,Volunteer,Corrective,0.45454545454545453
767,Volunteer,Nonfunctional,0.0
768,Volunteer,Perfective,0.5
769,Volunteer,Feature,0.125
770,Volunteer,Corrective,0.375
771,Volunteer,Nonfunctional,0.0
772,Volunteer,Perfective,0.45454545454545453
773,Volunteer,Feature,0.2727272727272727
774,Volunteer,Corrective,0.2727272727272727
775,Volunteer,Nonfunctional,0.0
776,Volunteer,Perfective,0.3333333333333333
777,Volunteer,Feature,0.3333333333333333
778,Volunteer,Corrective,0.3333333333333333
779,Volunteer,Nonfunctional,0.0
780,Volunteer,Perfective,0.3333333333333333
781,Volunteer,Feature,0.5
782,Volunteer,Corrective,0.16666666666666666
783,Volunteer,Nonfunctional,0.0
784,Volunteer,Perfective,1.0
785,Volunteer,Feature,0.0
786,Volunteer,Corrective,0.0
787,Volunteer,Nonfunctional,0.0
788,Volunteer,Perfective,0.8292682926829268
789,Volunteer,Feature,0.07317073170731707
790,Volunteer,Corrective,0.0975609756097561
791,Volunteer,Nonfunctional,0.0
792,Volunteer,Perfective,0.2727272727272727
793,Volunteer,Feature,0.2727272727272727
794,Volunteer,Corrective,0.36363636363636365
795,Volunteer,Nonfunctional,0.09090909090909091
796,Volunteer,Perfective,0.6428571428571429
797,Volunteer,Feature,0.21428571428571427
798,Volunteer,Corrective,0.14285714285714285
799,Volunteer,Nonfunctional,0.0
800,Volunteer,Perfective,0.24
801,Volunteer,Feature,0.16
802,Volunteer,Corrective,0.52
803,Volunteer,Nonfunctional,0.08
804,Volunteer,Perfective,0.6071428571428571
805,Volunteer,Feature,0.07142857142857142
806,Volunteer,Corrective,0.32142857142857145
807,Volunteer,Nonfunctional,0.0
808,Volunteer,Perfective,0.4583333333333333
809,Volunteer,Feature,0.20833333333333334
810,Volunteer,Corrective,0.16666666666666666
811,Volunteer,Nonfunctional,0.16666666666666666
812,Volunteer,Perfective,0.16666666666666666
813,Volunteer,Feature,0.3333333333333333
814,Volunteer,Corrective,0.3333333333333333
815,Volunteer,Nonfunctional,0.16666666666666666
816,Volunteer,Perfective,0.55
817,Volunteer,Feature,0.2
818,Volunteer,Corrective,0.25
819,Volunteer,Nonfunctional,0.0
820,Volunteer,Perfective,0.6666666666666666
821,Volunteer,Feature,0.3333333333333333
822,Volunteer,Corrective,0.0
823,Volunteer,Nonfunctional,0.0
824,Volunteer,Perfective,0.35
825,Volunteer,Feature,0.4
826,Volunteer,Corrective,0.15
827,Volunteer,Nonfunctional,0.1
828,Volunteer,Perfective,0.5
829,Volunteer,Feature,0.5
830,Volunteer,Corrective,0.0
831,Volunteer,Nonfunctional,0.0
832,Volunteer,Perfective,0.2857142857142857
833,Volunteer,Feature,0.14285714285714285
834,Volunteer,Corrective,0.5
835,Volunteer,Nonfunctional,0.07142857142857142
836,Volunteer,Perfective,0.2857142857142857
837,Volunteer,Feature,0.42857142857142855
838,Volunteer,Corrective,0.0
839,Volunteer,Nonfunctional,0.2857142857142857
840,Volunteer,Perfective,0.6857142857142857
841,Volunteer,Feature,0.2571428571428571
842,Volunteer,Corrective,0.02857142857142857
843,Volunteer,Nonfunctional,0.02857142857142857
844,Volunteer,Perfective,0.34615384615384615
845,Volunteer,Feature,0.4230769230769231
846,Volunteer,Corrective,0.19230769230769232
847,Volunteer,Nonfunctional,0.038461538461538464
848,Volunteer,Perfective,0.7307692307692307
849,Volunteer,Feature,0.17307692307692307
850,Volunteer,Corrective,0.07692307692307693
851,Volunteer,Nonfunctional,0.019230769230769232
852,Volunteer,Perfective,0.7307692307692307
853,Volunteer,Feature,0.0
854,Volunteer,Corrective,0.2692307692307692
855,Volunteer,Nonfunctional,0.0
856,Volunteer,Perfective,1.0
857,Volunteer,Feature,0.0
858,Volunteer,Corrective,0.0
859,Volunteer,Nonfunctional,0.0
860,Volunteer,Perfective,0.5
861,Volunteer,Feature,0.25
862,Volunteer,Corrective,0.25
863,Volunteer,Nonfunctional,0.0
864,Volunteer,Perfective,0.6666666666666666
865,Volunteer,Feature,0.0
866,Volunteer,Corrective,0.3333333333333333
867,Volunteer,Nonfunctional,0.0
868,Volunteer,Perfective,0.7272727272727273
869,Volunteer,Feature,0.0
870,Volunteer,Corrective,0.2727272727272727
871,Volunteer,Nonfunctional,0.0
872,Volunteer,Perfective,0.4
873,Volunteer,Feature,0.05
874,Volunteer,Corrective,0.3
875,Volunteer,Nonfunctional,0.25
876,Volunteer,Perfective,0.5833333333333334
877,Volunteer,Feature,0.08333333333333333
878,Volunteer,Corrective,0.3333333333333333
879,Volunteer,Nonfunctional,0.0
880,Volunteer,Perfective,0.8
881,Volunteer,Feature,0.0
882,Volunteer,Corrective,0.0
883,Volunteer,Nonfunctional,0.2
884,Volunteer,Perfective,0.6170212765957447
885,Volunteer,Feature,0.23404255319148937
886,Volunteer,Corrective,0.1276595744680851
887,Volunteer,Nonfunctional,0.02127659574468085
888,Volunteer,Perfective,0.32142857142857145
889,Volunteer,Feature,0.10714285714285714
890,Volunteer,Corrective,0.5
891,Volunteer,Nonfunctional,0.07142857142857142
892,Volunteer,Perfective,0.5
893,Volunteer,Feature,0.06666666666666667
894,Volunteer,Corrective,0.36666666666666664
895,Volunteer,Nonfunctional,0.06666666666666667
896,Volunteer,Perfective,0.375
897,Volunteer,Feature,0.25
898,Volunteer,Corrective,0.375
899,Volunteer,Nonfunctional,0.0
900,Volunteer,Perfective,0.35294117647058826
901,Volunteer,Feature,0.23529411764705882
902,Volunteer,Corrective,0.35294117647058826
903,Volunteer,Nonfunctional,0.058823529411764705
904,Volunteer,Perfective,0.375
905,Volunteer,Feature,0.375
906,Volunteer,Corrective,0.25
907,Volunteer,Nonfunctional,0.0
908,Volunteer,Perfective,0.5333333333333333
909,Volunteer,Feature,0.4
910,Volunteer,Corrective,0.06666666666666667
911,Volunteer,Nonfunctional,0.0
912,Paid developer,Perfective,0.18181818181818182
913,Paid developer,Feature,0.5454545454545454
914,Paid developer,Corrective,0.18181818181818182
915,Paid developer,Nonfunctional,0.09090909090909091
916,Paid developer,Perfective,0.25
917,Paid developer,Feature,0.08333333333333333
918,Paid developer,Corrective,0.5833333333333334
919,Paid developer,Nonfunctional,0.08333333333333333
920,Volunteer,Perfective,0.9047619047619048
921,Volunteer,Feature,0.047619047619047616
922,Volunteer,Corrective,0.047619047619047616
923,Volunteer,Nonfunctional,0.0
924,Volunteer,Perfective,0.8666666666666667
925,Volunteer,Feature,0.0
926,Volunteer,Corrective,0.13333333333333333
927,Volunteer,Nonfunctional,0.0
928,Volunteer,Perfective,0.30434782608695654
929,Volunteer,Feature,0.0
930,Volunteer,Corrective,0.6086956521739131
931,Volunteer,Nonfunctional,0.08695652173913043
932,Volunteer,Perfective,0.6923076923076923
933,Volunteer,Feature,0.10256410256410256
934,Volunteer,Corrective,0.15384615384615385
935,Volunteer,Nonfunctional,0.05128205128205128
936,Volunteer,Perfective,0.7142857142857143
937,Volunteer,Feature,0.0
938,Volunteer,Corrective,0.2857142857142857
939,Volunteer,Nonfunctional,0.0
940,Paid developer,Perfective,0.45454545454545453
941,Paid developer,Feature,0.2727272727272727
942,Paid developer,Corrective,0.2727272727272727
943,Paid developer,Nonfunctional,0.0
944,Volunteer,Perfective,0.2857142857142857
945,Volunteer,Feature,0.14285714285714285
946,Volunteer,Corrective,0.5714285714285714
947,Volunteer,Nonfunctional,0.0
948,Volunteer,Perfective,0.625
949,Volunteer,Feature,0.25
950,Volunteer,Corrective,0.125
951,Volunteer,Nonfunctional,0.0
952,Volunteer,Perfective,0.8
953,Volunteer,Feature,0.2
954,Volunteer,Corrective,0.0
955,Volunteer,Nonfunctional,0.0
956,Volunteer,Perfective,0.7
957,Volunteer,Feature,0.3
958,Volunteer,Corrective,0.0
959,Volunteer,Nonfunctional,0.0
960,Volunteer,Perfective,0.6666666666666666
961,Volunteer,Feature,0.3333333333333333
962,Volunteer,Corrective,0.0
963,Volunteer,Nonfunctional,0.0
964,Volunteer,Perfective,0.375
965,Volunteer,Feature,0.125
966,Volunteer,Corrective,0.5
967,Volunteer,Nonfunctional,0.0
968,Volunteer,Perfective,0.7272727272727273
969,Volunteer,Feature,0.09090909090909091
970,Volunteer,Corrective,0.18181818181818182
971,Volunteer,Nonfunctional,0.0
972,Volunteer,Perfective,0.42857142857142855
973,Volunteer,Feature,0.2857142857142857
974,Volunteer,Corrective,0.2857142857142857
975,Volunteer,Nonfunctional,0.0
976,Volunteer,Perfective,0.5
977,Volunteer,Feature,0.21428571428571427
978,Volunteer,Corrective,0.2857142857142857
979,Volunteer,Nonfunctional,0.0
980,Volunteer,Perfective,0.5
981,Volunteer,Feature,0.3333333333333333
982,Volunteer,Corrective,0.16666666666666666
983,Volunteer,Nonfunctional,0.0
984,Volunteer,Perfective,0.5789473684210527
985,Volunteer,Feature,0.3157894736842105
986,Volunteer,Corrective,0.10526315789473684
987,Volunteer,Nonfunctional,0.0
988,Volunteer,Perfective,0.4166666666666667
989,Volunteer,Feature,0.0
990,Volunteer,Corrective,0.4166666666666667
991,Volunteer,Nonfunctional,0.16666666666666666
992,Volunteer,Perfective,0.5
993,Volunteer,Feature,0.08333333333333333
994,Volunteer,Corrective,0.4166666666666667
995,Volunteer,Nonfunctional,0.0
996,Paid developer,Perfective,0.2222222222222222
997,Paid developer,Feature,0.5555555555555556
998,Paid developer,Corrective,0.2222222222222222
999,Paid developer,Nonfunctional,0.0
1000,Volunteer,Perfective,0.5862068965517241
1001,Volunteer,Feature,0.20689655172413793
1002,Volunteer,Corrective,0.20689655172413793
1003,Volunteer,Nonfunctional,0.0
1004,Volunteer,Perfective,0.42105263157894735
1005,Volunteer,Feature,0.2631578947368421
1006,Volunteer,Corrective,0.21052631578947367
1007,Volunteer,Nonfunctional,0.10526315789473684
1008,Volunteer,Perfective,0.15384615384615385
1009,Volunteer,Feature,0.38461538461538464
1010,Volunteer,Corrective,0.3076923076923077
1011,Volunteer,Nonfunctional,0.15384615384615385
1012,Volunteer,Perfective,0.5263157894736842
1013,Volunteer,Feature,0.21052631578947367
1014,Volunteer,Corrective,0.2631578947368421
1015,Volunteer,Nonfunctional,0.0
1016,Volunteer,Perfective,0.75
1017,Volunteer,Feature,0.0
1018,Volunteer,Corrective,0.25
1019,Volunteer,Nonfunctional,0.0
1020,Volunteer,Perfective,0.35135135135135137
1021,Volunteer,Feature,0.1891891891891892
1022,Volunteer,Corrective,0.35135135135135137
1023,Volunteer,Nonfunctional,0.10810810810810811
1024,Volunteer,Perfective,0.4827586206896552
1025,Volunteer,Feature,0.3103448275862069
1026,Volunteer,Corrective,0.20689655172413793
1027,Volunteer,Nonfunctional,0.0
1028,Volunteer,Perfective,0.6
1029,Volunteer,Feature,0.2
1030,Volunteer,Corrective,0.2
1031,Volunteer,Nonfunctional,0.0
1032,Volunteer,Perfective,0.42857142857142855
1033,Volunteer,Feature,0.3333333333333333
1034,Volunteer,Corrective,0.19047619047619047
1035,Volunteer,Nonfunctional,0.047619047619047616
1036,Volunteer,Perfective,0.45454545454545453
1037,Volunteer,Feature,0.36363636363636365
1038,Volunteer,Corrective,0.18181818181818182
1039,Volunteer,Nonfunctional,0.0
1040,Volunteer,Perfective,0.625
1041,Volunteer,Feature,0.21875
1042,Volunteer,Corrective,0.15625
1043,Volunteer,Nonfunctional,0.0
1044,Volunteer,Perfective,0.5
1045,Volunteer,Feature,0.21428571428571427
1046,Volunteer,Corrective,0.2857142857142857
1047,Volunteer,Nonfunctional,0.0
1048,Volunteer,Perfective,0.8888888888888888
1049,Volunteer,Feature,0.1111111111111111
1050,Volunteer,Corrective,0.0
1051,Volunteer,Nonfunctional,0.0
1052,Volunteer,Perfective,0.7142857142857143
1053,Volunteer,Feature,0.2857142857142857
1054,Volunteer,Corrective,0.0
1055,Volunteer,Nonfunctional,0.0
1056,Volunteer,Perfective,0.3888888888888889
1057,Volunteer,Feature,0.3333333333333333
1058,Volunteer,Corrective,0.2777777777777778
1059,Volunteer,Nonfunctional,0.0
1060,Volunteer,Perfective,0.9047619047619048
1061,Volunteer,Feature,0.09523809523809523
1062,Volunteer,Corrective,0.0
1063,Volunteer,Nonfunctional,0.0
1064,Volunteer,Perfective,0.5625
1065,Volunteer,Feature,0.25
1066,Volunteer,Corrective,0.1875
1067,Volunteer,Nonfunctional,0.0
1068,Volunteer,Perfective,0.8571428571428571
1069,Volunteer,Feature,0.03571428571428571
1070,Volunteer,Corrective,0.10714285714285714
1071,Volunteer,Nonfunctional,0.0
1072,Volunteer,Perfective,0.5882352941176471
1073,Volunteer,Feature,0.35294117647058826
1074,Volunteer,Corrective,0.058823529411764705
1075,Volunteer,Nonfunctional,0.0
1076,Volunteer,Perfective,0.3076923076923077
1077,Volunteer,Feature,0.3076923076923077
1078,Volunteer,Corrective,0.23076923076923078
1079,Volunteer,Nonfunctional,0.15384615384615385
1080,Paid developer,Perfective,0.75
1081,Paid developer,Feature,0.08333333333333333
1082,Paid developer,Corrective,0.125
1083,Paid developer,Nonfunctional,0.041666666666666664
1084,Volunteer,Perfective,0.36363636363636365
1085,Volunteer,Feature,0.36363636363636365
1086,Volunteer,Corrective,0.2727272727272727
1087,Volunteer,Nonfunctional,0.0
1088,Volunteer,Perfective,0.8888888888888888
1089,Volunteer,Feature,0.1111111111111111
1090,Volunteer,Corrective,0.0
1091,Volunteer,Nonfunctional,0.0
1092,Paid developer,Perfective,0.1111111111111111
1093,Paid developer,Feature,0.6666666666666666
1094,Paid developer,Corrective,0.2222222222222222
1095,Paid developer,Nonfunctional,0.0
1096,Volunteer,Perfective,0.3793103448275862
1097,Volunteer,Feature,0.27586206896551724
1098,Volunteer,Corrective,0.27586206896551724
1099,Volunteer,Nonfunctional,0.06896551724137931
1100,Paid developer,Perfective,0.4375
1101,Paid developer,Feature,0.1875
1102,Paid developer,Corrective,0.25
1103,Paid developer,Nonfunctional,0.125
1104,Volunteer,Perfective,0.2857142857142857
1105,Volunteer,Feature,0.7142857142857143
1106,Volunteer,Corrective,0.0
1107,Volunteer,Nonfunctional,0.0
1108,Volunteer,Perfective,0.5384615384615384
1109,Volunteer,Feature,0.3076923076923077
1110,Volunteer,Corrective,0.15384615384615385
1111,Volunteer,Nonfunctional,0.0
1112,Volunteer,Perfective,0.36363636363636365
1113,Volunteer,Feature,0.2727272727272727
1114,Volunteer,Corrective,0.2727272727272727
1115,Volunteer,Nonfunctional,0.09090909090909091
1116,Volunteer,Perfective,0.6052631578947368
1117,Volunteer,Feature,0.10526315789473684
1118,Volunteer,Corrective,0.2631578947368421
1119,Volunteer,Nonfunctional,0.02631578947368421
1120,Paid developer,Perfective,0.375
1121,Paid developer,Feature,0.375
1122,Paid developer,Corrective,0.25
1123,Paid developer,Nonfunctional,0.0
1124,Volunteer,Perfective,0.6428571428571429
1125,Volunteer,Feature,0.19047619047619047
1126,Volunteer,Corrective,0.16666666666666666
1127,Volunteer,Nonfunctional,0.0
1128,Volunteer,Perfective,0.5714285714285714
1129,Volunteer,Feature,0.3333333333333333
1130,Volunteer,Corrective,0.09523809523809523
1131,Volunteer,Nonfunctional,0.0
1132,Volunteer,Perfective,0.7631578947368421
1133,Volunteer,Feature,0.15789473684210525
1134,Volunteer,Corrective,0.05263157894736842
1135,Volunteer,Nonfunctional,0.02631578947368421
1136,Volunteer,Perfective,0.5
1137,Volunteer,Feature,0.3333333333333333
1138,Volunteer,Corrective,0.16666666666666666
1139,Volunteer,Nonfunctional,0.0
1140,Volunteer,Perfective,1.0
1141,Volunteer,Feature,0.0
1142,Volunteer,Corrective,0.0
1143,Volunteer,Nonfunctional,0.0
1144,Volunteer,Perfective,0.5
1145,Volunteer,Feature,0.125
1146,Volunteer,Corrective,0.3125
1147,Volunteer,Nonfunctional,0.0625
1148,Volunteer,Perfective,0.8333333333333334
1149,Volunteer,Feature,0.16666666666666666
1150,Volunteer,Corrective,0.0
1151,Volunteer,Nonfunctional,0.0
1152,Volunteer,Perfective,0.5
1153,Volunteer,Feature,0.25
1154,Volunteer,Corrective,0.25
1155,Volunteer,Nonfunctional,0.0
1156,Volunteer,Perfective,0.5
1157,Volunteer,Feature,0.16666666666666666
1158,Volunteer,Corrective,0.3333333333333333
1159,Volunteer,Nonfunctional,0.0
1160,Volunteer,Perfective,0.3584905660377358
1161,Volunteer,Feature,0.33962264150943394
1162,Volunteer,Corrective,0.3018867924528302
1163,Volunteer,Nonfunctional,0.0
1164,Paid developer,Perfective,0.5833333333333334
1165,Paid developer,Feature,0.25
1166,Paid developer,Corrective,0.16666666666666666
1167,Paid developer,Nonfunctional,0.0
1168,Volunteer,Perfective,0.75
1169,Volunteer,Feature,0.125
1170,Volunteer,Corrective,0.125
1171,Volunteer,Nonfunctional,0.0
1172,Volunteer,Perfective,0.16666666666666666
1173,Volunteer,Feature,0.6666666666666666
1174,Volunteer,Corrective,0.16666666666666666
1175,Volunteer,Nonfunctional,0.0
1176,Volunteer,Perfective,0.7
1177,Volunteer,Feature,0.2
1178,Volunteer,Corrective,0.1
1179,Volunteer,Nonfunctional,0.0
1180,Volunteer,Perfective,0.5833333333333334
1181,Volunteer,Feature,0.08333333333333333
1182,Volunteer,Corrective,0.3333333333333333
1183,Volunteer,Nonfunctional,0.0
1184,Volunteer,Perfective,0.6
1185,Volunteer,Feature,0.2
1186,Volunteer,Corrective,0.2
1187,Volunteer,Nonfunctional,0.0
1188,Volunteer,Perfective,0.14285714285714285
1189,Volunteer,Feature,0.09523809523809523
1190,Volunteer,Corrective,0.7619047619047619
1191,Volunteer,Nonfunctional,0.0
1192,Volunteer,Perfective,0.47058823529411764
1193,Volunteer,Feature,0.17647058823529413
1194,Volunteer,Corrective,0.29411764705882354
1195,Volunteer,Nonfunctional,0.058823529411764705
1196,Volunteer,Perfective,0.3333333333333333
1197,Volunteer,Feature,0.0
1198,Volunteer,Corrective,0.6666666666666666
1199,Volunteer,Nonfunctional,0.0
1200,Volunteer,Perfective,0.8333333333333334
1201,Volunteer,Feature,0.16666666666666666
1202,Volunteer,Corrective,0.0
1203,Volunteer,Nonfunctional,0.0
1204,Volunteer,Perfective,0.75
1205,Volunteer,Feature,0.0
1206,Volunteer,Corrective,0.125
1207,Volunteer,Nonfunctional,0.125
1208,Volunteer,Perfective,0.4444444444444444
1209,Volunteer,Feature,0.2222222222222222
1210,Volunteer,Corrective,0.2222222222222222
1211,Volunteer,Nonfunctional,0.1111111111111111
1212,Paid developer,Perfective,0.2857142857142857
1213,Paid developer,Feature,0.42857142857142855
1214,Paid developer,Corrective,0.2857142857142857
1215,Paid developer,Nonfunctional,0.0
1216,Volunteer,Perfective,0.6
1217,Volunteer,Feature,0.3
1218,Volunteer,Corrective,0.1
1219,Volunteer,Nonfunctional,0.0
1220,Volunteer,Perfective,0.3684210526315789
1221,Volunteer,Feature,0.2631578947368421
1222,Volunteer,Corrective,0.3684210526315789
1223,Volunteer,Nonfunctional,0.0
1224,Volunteer,Perfective,0.7894736842105263
1225,Volunteer,Feature,0.15789473684210525
1226,Volunteer,Corrective,0.05263157894736842
1227,Volunteer,Nonfunctional,0.0
1228,Paid developer,Perfective,0.16666666666666666
1229,Paid developer,Feature,0.5
1230,Paid developer,Corrective,0.3333333333333333
1231,Paid developer,Nonfunctional,0.0
1232,Volunteer,Perfective,0.46153846153846156
1233,Volunteer,Feature,0.46153846153846156
1234,Volunteer,Corrective,0.07692307692307693
1235,Volunteer,Nonfunctional,0.0
1236,Paid developer,Perfective,0.7358490566037735
1237,Paid developer,Feature,0.1320754716981132
1238,Paid developer,Corrective,0.11320754716981132
1239,Paid developer,Nonfunctional,0.018867924528301886
1240,Volunteer,Perfective,0.9245283018867925
1241,Volunteer,Feature,0.05660377358490566
1242,Volunteer,Corrective,0.0
1243,Volunteer,Nonfunctional,0.018867924528301886
1244,Volunteer,Perfective,0.5714285714285714
1245,Volunteer,Feature,0.2857142857142857
1246,Volunteer,Corrective,0.07142857142857142
1247,Volunteer,Nonfunctional,0.07142857142857142
1248,Volunteer,Perfective,0.3076923076923077
1249,Volunteer,Feature,0.5384615384615384
1250,Volunteer,Corrective,0.0
1251,Volunteer,Nonfunctional,0.15384615384615385
1252,Volunteer,Perfective,0.7741935483870968
1253,Volunteer,Feature,0.0967741935483871
1254,Volunteer,Corrective,0.12903225806451613
1255,Volunteer,Nonfunctional,0.0
1256,Paid developer,Perfective,0.5555555555555556
1257,Paid developer,Feature,0.3333333333333333
1258,Paid developer,Corrective,0.1111111111111111
1259,Paid developer,Nonfunctional,0.0
1260,Volunteer,Perfective,0.7142857142857143
1261,Volunteer,Feature,0.14285714285714285
1262,Volunteer,Corrective,0.0
1263,Volunteer,Nonfunctional,0.14285714285714285
1264,Volunteer,Perfective,0.7
1265,Volunteer,Feature,0.1
1266,Volunteer,Corrective,0.1
1267,Volunteer,Nonfunctional,0.1
1268,Volunteer,Perfective,0.6190476190476191
1269,Volunteer,Feature,0.047619047619047616
1270,Volunteer,Corrective,0.2857142857142857
1271,Volunteer,Nonfunctional,0.047619047619047616
1272,Volunteer,Perfective,0.4117647058823529
1273,Volunteer,Feature,0.29411764705882354
1274,Volunteer,Corrective,0.29411764705882354
1275,Volunteer,Nonfunctional,0.0
1276,Volunteer,Perfective,0.6666666666666666
1277,Volunteer,Feature,0.1111111111111111
1278,Volunteer,Corrective,0.2222222222222222
1279,Volunteer,Nonfunctional,0.0
1280,Volunteer,Perfective,0.16666666666666666
1281,Volunteer,Feature,0.6666666666666666
1282,Volunteer,Corrective,0.16666666666666666
1283,Volunteer,Nonfunctional,0.0
1284,Volunteer,Perfective,0.4583333333333333
1285,Volunteer,Feature,0.4166666666666667
1286,Volunteer,Corrective,0.125
1287,Volunteer,Nonfunctional,0.0
1288,Paid developer,Perfective,0.5
1289,Paid developer,Feature,0.19230769230769232
1290,Paid developer,Corrective,0.3076923076923077
1291,Paid developer,Nonfunctional,0.0
1292,Volunteer,Perfective,0.3333333333333333
1293,Volunteer,Feature,0.16666666666666666
1294,Volunteer,Corrective,0.4666666666666667
1295,Volunteer,Nonfunctional,0.03333333333333333
1296,Volunteer,Perfective,0.6666666666666666
1297,Volunteer,Feature,0.0
1298,Volunteer,Corrective,0.3333333333333333
1299,Volunteer,Nonfunctional,0.0
1300,Paid developer,Perfective,0.43333333333333335
1301,Paid developer,Feature,0.23333333333333334
1302,Paid developer,Corrective,0.26666666666666666
1303,Paid developer,Nonfunctional,0.06666666666666667
1304,Volunteer,Perfective,0.2857142857142857
1305,Volunteer,Feature,0.42857142857142855
1306,Volunteer,Corrective,0.0
1307,Volunteer,Nonfunctional,0.2857142857142857
1308,Volunteer,Perfective,0.4
1309,Volunteer,Feature,0.2
1310,Volunteer,Corrective,0.4
1311,Volunteer,Nonfunctional,0.0
1312,Volunteer,Perfective,0.6363636363636364
1313,Volunteer,Feature,0.36363636363636365
1314,Volunteer,Corrective,0.0
1315,Volunteer,Nonfunctional,0.0
1316,Volunteer,Perfective,0.46153846153846156
1317,Volunteer,Feature,0.3076923076923077
1318,Volunteer,Corrective,0.23076923076923078
1319,Volunteer,Nonfunctional,0.0
1320,Volunteer,Perfective,0.2857142857142857
1321,Volunteer,Feature,0.5714285714285714
1322,Volunteer,Corrective,0.14285714285714285
1323,Volunteer,Nonfunctional,0.0
1324,Volunteer,Perfective,0.3076923076923077
1325,Volunteer,Feature,0.3076923076923077
1326,Volunteer,Corrective,0.38461538461538464
1327,Volunteer,Nonfunctional,0.0
1328,Volunteer,Perfective,0.7254901960784313
1329,Volunteer,Feature,0.13725490196078433
1330,Volunteer,Corrective,0.13725490196078433
1331,Volunteer,Nonfunctional,0.0
1332,Volunteer,Perfective,0.7368421052631579
1333,Volunteer,Feature,0.15789473684210525
1334,Volunteer,Corrective,0.10526315789473684
1335,Volunteer,Nonfunctional,0.0
1336,Volunteer,Perfective,0.45454545454545453
1337,Volunteer,Feature,0.45454545454545453
1338,Volunteer,Corrective,0.09090909090909091
1339,Volunteer,Nonfunctional,0.0
1340,Volunteer,Perfective,0.6666666666666666
1341,Volunteer,Feature,0.3333333333333333
1342,Volunteer,Corrective,0.0
1343,Volunteer,Nonfunctional,0.0
1344,Volunteer,Perfective,0.3333333333333333
1345,Volunteer,Feature,0.08333333333333333
1346,Volunteer,Corrective,0.4166666666666667
1347,Volunteer,Nonfunctional,0.16666666666666666
1348,Volunteer,Perfective,0.4444444444444444
1349,Volunteer,Feature,0.05555555555555555
1350,Volunteer,Corrective,0.4444444444444444
